batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,decoder_loss,epoch,step,train_loss,val/decoder_loss,val_loss
,,,,,,39.920963287353516,0,49,15.290776252746582,,
0.18367116153240204,232.74395751953125,3.1637349128723145,60.092411041259766,0.05264782905578613,5.444512844085693,5.615571022033691,0,99,7.836258888244629,,
,,,,,,,0,99,,7.452798843383789,7.77083683013916
0.10804764181375504,17.119827270507812,0.1567988395690918,2.464538097381592,0.06362199783325195,9.255176544189453,3.366244316101074,0,149,5.418503761291504,,
0.0795205757021904,17.293376922607422,0.12908148765563965,2.8897695541381836,0.04466843605041504,12.575362205505371,2.3496484756469727,0,199,3.64450740814209,,
,,,,,,,0,199,,3.792985200881958,3.7983338832855225
,,,,,,2.1692590713500977,1,249,2.7719762325286865,,
0.08289649337530136,26.02814292907715,0.16115498542785645,2.764914035797119,0.05828571319580078,12.063236236572266,1.8113889694213867,1,299,2.3454551696777344,,
,,,,,,,1,299,,2.9828298091888428,2.4360995292663574
0.07437348365783691,27.30611228942871,0.1574406623840332,3.8135480880737305,0.04128456115722656,13.44565200805664,2.325817108154297,1,349,2.3066251277923584,,
0.09448407590389252,20.689123153686523,0.14547967910766602,2.2673463821411133,0.0641629695892334,10.583793640136719,1.5782108306884766,1,399,1.8784124851226807,,
,,,,,,,1,399,,2.9051568508148193,2.0661818981170654
0.09445979446172714,20.655635833740234,0.12418985366821289,2.6110429763793945,0.04756331443786621,10.586515426635742,1.7651605606079102,1,449,1.8873975276947021,,
,,,,,,1.4017019271850586,2,499,1.746342658996582,,
,,,,,,,2,499,,2.63808536529541,1.9680500030517578
0.08469539135694504,28.96003532409668,0.14254069328308105,3.938439130783081,0.03619217872619629,11.80701732635498,1.4505853652954102,2,549,1.750417947769165,,
0.08987746387720108,17.464923858642578,0.11526322364807129,2.032442569732666,0.056711673736572266,11.126258850097656,1.556631088256836,2,599,1.6148741245269775,,
,,,,,,,2,599,,2.246230125427246,1.7024037837982178
0.07409566640853882,29.254840850830078,0.13012218475341797,2.8911242485046387,0.04500746726989746,13.496066093444824,1.9219894409179688,2,649,1.460789442062378,,
0.07598312199115753,20.128339767456055,0.10418367385864258,1.7886210680007935,0.058248043060302734,13.16081714630127,1.4302635192871094,2,699,1.1553318500518799,,
,,,,,,,2,699,,2.3473291397094727,1.281674861907959
,,,,,,1.272125244140625,3,749,1.0599100589752197,,
0.08491460978984833,25.083694458007812,0.15442395210266113,3.1821491718292236,0.048528194427490234,11.776535987854004,1.5799779891967773,3,799,1.3578732013702393,,
,,,,,,,3,799,,2.100233554840088,1.2420485019683838
0.08179125934839249,26.32716941833496,0.1158440113067627,3.206569194793701,0.03612709045410156,12.226244926452637,1.8573217391967773,3,849,1.543182373046875,,
0.0975019708275795,21.715768814086914,0.15887045860290527,2.6930346488952637,0.05899310111999512,10.256202697753906,1.2737140655517578,3,899,1.102212905883789,,
,,,,,,,3,899,,2.092081069946289,1.213609218597412
0.07408438622951508,23.617835998535156,0.11048460006713867,2.7112607955932617,0.04075026512145996,13.498120307922363,1.782078742980957,3,949,1.372370719909668,,
,,,,,,1.5400409698486328,4,999,1.1398169994354248,,
,,,,,,,4,999,,2.18234920501709,1.2000596523284912
0.07510744035243988,27.996124267578125,0.11717677116394043,3.8102972507476807,0.03075265884399414,13.31425952911377,1.383077621459961,4,1049,1.1900103092193604,,
0.09241441637277603,21.548355102539062,0.14551091194152832,2.454887628555298,0.05927395820617676,10.820822715759277,1.660609245300293,4,1099,1.29042387008667,,
,,,,,,,4,1099,,2.007814645767212,1.1927117109298706
0.08214512467384338,24.170759201049805,0.12674760818481445,2.8028132915496826,0.045221567153930664,12.173577308654785,2.035846710205078,4,1149,1.483773946762085,,
0.0820297971367836,20.436906814575195,0.12981724739074707,2.2128734588623047,0.058664560317993164,12.190691947937012,1.4416608810424805,4,1199,1.2891550064086914,,
,,,,,,,4,1199,,1.924744963645935,1.1823514699935913
,,,,,,1.2448968887329102,5,1249,0.9193663597106934,,
0.09090188890695572,22.213430404663086,0.14719510078430176,2.950432777404785,0.049889326095581055,11.000871658325195,1.2401580810546875,5,1299,0.8260948657989502,,
,,,,,,,5,1299,,1.902018427848816,0.9647396206855774
0.08826535940170288,22.31501579284668,0.12464690208435059,2.498528003692627,0.04988813400268555,11.329473495483398,2.2511720657348633,5,1349,1.1159510612487793,,
0.08941804617643356,18.625871658325195,0.1401214599609375,2.571582317352295,0.054488420486450195,11.183424949645996,1.4511280059814453,5,1399,1.0730550289154053,,
,,,,,,,5,1399,,1.714448094367981,0.9510403275489807
0.08920219540596008,22.122230529785156,0.11964201927185059,2.7315902709960938,0.043799400329589844,11.21048641204834,1.3120450973510742,5,1449,0.8424439430236816,,
,,,,,,1.3001518249511719,6,1499,0.8863694667816162,,
,,,,,,,6,1499,,1.8100619316101074,0.9449514150619507
0.0762123093008995,28.80830955505371,0.12630486488342285,4.291995525360107,0.02942800521850586,13.121240615844727,1.214329719543457,6,1549,0.8245139122009277,,
0.0737755075097084,17.621395111083984,0.11491966247558594,2.2544491291046143,0.05097460746765137,13.554633140563965,1.4602394104003906,6,1599,0.9724948406219482,,
,,,,,,,6,1599,,1.675647258758545,0.9369004964828491
0.081870436668396,27.02532196044922,0.1392371654510498,3.547173023223877,0.03925299644470215,12.214421272277832,1.3007221221923828,6,1649,0.8083195686340332,,
0.09227778762578964,12.566269874572754,0.126387357711792,2.1322405338287354,0.05927443504333496,10.836843490600586,1.1681718826293945,6,1699,0.7722623348236084,,
